Tissue,Symbol,Mode,pvalcis,pvaltrans,pvalcombined,fdrcis,fdrtrans,fdrcombined,chr,pos,endpos,r2cis,r2trans,r2combined,z_cis,z_trans,z_combined,fs_cis,fs_trans,fs_combined,cis_features,trans_features,cis_weight,trans_weight,Description,Type,DirectORIndirect,Score,Average Disease Causing Likelihood
LIV,CDC37,trans,NaN,0.0026080124610615364,0.0026080124610615364,NaN,0.013875883166322584,0.013875883166322584,19,10391133,10420121,NaN,0.0014068938118476934,0.0014068938118476934,NaN,3.0105194476637527,3.0105194476637527,0,9,0,String[],"[""rs136974"", ""rs6029588"", ""rs6016534"", ""rs6002790"", ""rs136975"", ""rs12483992"", ""rs5996188"", ""rs11090109"", ""rs73173074""]",NaN,NaN,"Cell Division Cycle 37, HSP90 Cochaperone",Protein,Indirect,3.92,56.5
LIV,WRN,combined,8.473898110280506e-14,NaN,8.473898085511464e-14,2.916983723663597e-12,NaN,2.916983723663597e-12,8,31033788,31176138,0.001949092936835035,1.7654604676446145e-22,0.0019490929369002823,-7.462743860299105,NaN,-7.462743860684098,20,4,24,"[""rs6983327"", ""rs11574361"", ""rs4733226"", ""rs1800391"", ""rs7831616"", ""rs11574309"", ""rs1425296"", ""rs1991215"", ""rs7832041"", ""rs7844211"", ""rs7813051"", ""rs11574349"", ""rs7001440"", ""rs149473176"", ""rs10954778"", ""rs3213202"", ""rs1801195"", ""rs3779641"", ""rs7822088"", ""rs6990131""]","[""rs844413"", ""rs17199642"", ""rs838446"", ""rs838447""]",0.61368353844329,3.891536663137491e-10,WRN RecQ Like Helicase,Protein,Direct,5.33,13.6
LIV,TRAF1,combined,0.00036571683051567374,NaN,0.0003657168630899555,0.002579881257835852,NaN,0.002579881257835852,9,120902393,120929173,0.005003764748490441,3.0868608878385973e-19,0.005003764750736201,3.5636619885711727,NaN,3.5636619652023565,29,21,50,"[""rs12235400"", ""rs12341693"", ""rs4837828"", ""rs10985083"", ""rs75003889"", ""rs10760130"", ""rs10739580"", ""rs10818484"", ""rs6478487"", ""rs913767"", ""rs7044680"", ""rs2269061"", ""rs111896309"", ""rs4837796"", ""rs1056567"", ""rs10985084"", ""rs12003088"", ""rs1078305"", ""rs7031128"", ""rs7026555"", ""rs1590345"", ""rs10760126"", ""rs11794516"", ""rs10985184"", ""rs7046108"", ""rs2900180"", ""rs1974094"", ""rs10760124"", ""rs1014530""]","[""rs4435323"", ""rs2712789"", ""rs11236310"", ""rs10899058"", ""rs753171"", ""rs917770"", ""rs4554917"", ""rs11236306"", ""rs12954773"", ""rs7188169"", ""rs2712819"", ""rs11236311"", ""rs2156656"", ""rs11236294"", ""rs1827211"", ""rs2851107"", ""rs4784701"", ""rs75238981"", ""rs11600328"", ""rs2712799"", ""rs1944616""]",0.99999999962915,0.025379318222529704,TNF Receptor Associated Factor 1,Protein,Indirect,3.29,34.6
LIV,NAA25,cis,2.4120091917167032e-49,NaN,2.4120091917167032e-49,4.660001758396671e-47,NaN,4.660001758396671e-47,12,112026689,112108796,0.0018194466390160763,NaN,0.0018194466390160763,14.76641648690638,NaN,14.76641648690638,6,0,0,"[""rs7137386"", ""rs76122743"", ""rs11065961"", ""rs6489828"", ""rs593226"", ""rs4346023""]",String[],NaN,NaN,"N-Alpha-Acetyltransferase 25, NatB Auxiliary Subunit",Protein,Direct,4.32,44.5
LIV,PROCR,combined,5.325964668426124e-41,0.2857268345900119,9.835397288404546e-23,8.150307912395463e-39,0.5291881579466771,6.154489898363589e-21,20,35172072,35216240,0.007047952485279771,0.004916700703458135,0.011467176546360456,-13.40941167306665,1.0675427176230166,-9.813641303714425,33,17,50,"[""rs6058241"", ""rs6060239"", ""rs224320"", ""rs117249133"", ""rs4911181"", ""rs11906148"", ""rs60508807"", ""rs867186"", ""rs59346269"", ""rs3752316"", ""rs60791635"", ""rs7265317"", ""rs11167260"", ""rs7263203"", ""rs6060237"", ""rs6060238"", ""rs6060302"", ""rs6088741"", ""rs6060732"", ""rs141932846"", ""rs224318"", ""rs73616666"", ""rs6088739"", ""rs6141535"", ""rs945961"", ""rs224321"", ""rs6088456"", ""rs6060283"", ""rs6088740"", ""rs11907011"", ""rs12106264"", ""rs61478278"", ""rs73616665""]","[""rs9314809"", ""rs7035041"", ""rs11206995"", ""rs78060532"", ""rs2795110"", ""rs1504595"", ""rs495875"", ""rs1847537"", ""rs583274"", ""rs10889032"", ""rs12042042"", ""rs10073273"", ""rs17115341"", ""rs932508"", ""rs11206996"", ""rs2490211"", ""rs74750359""]",0.9999999995271593,0.9620705033474581,Protein C Receptor,Protein,Direct,5.84,32.0
LIV,IDUA,combined,2.4086330822745936e-8,NaN,2.4086373953586557e-8,4.1181304848078964e-7,NaN,4.1181304848078964e-7,4,986997,1004564,0.03904272196428496,7.300315566251347e-16,0.03904272275086625,5.579750877787894,NaN,5.579750566310066,20,21,41,"[""rs6599388"", ""rs10008187"", ""rs62294486"", ""rs60523283"", ""rs11723087"", ""rs13101828"", ""rs11735448"", ""rs3733344"", ""rs4690339"", ""rs11737222"", ""rs2290404"", ""rs73209865"", ""rs12509561"", ""rs6854553"", ""rs2279177"", ""rs3775120"", ""rs11248061"", ""rs3775129"", ""rs56307842"", ""rs56785826""]","[""rs56806728"", ""rs17714829"", ""rs2467865"", ""rs72717445"", ""rs9675299"", ""rs7169818"", ""rs8062719"", ""rs8060857"", ""rs11647442"", ""rs55846849"", ""rs4775906"", ""rs61320757"", ""rs12445568"", ""rs11157596"", ""rs55816288"", ""rs8061047"", ""rs7169587"", ""rs2199036"", ""rs72717423"", ""rs4775907"", ""rs889548""]",0.9999999989982374,0.9942182642986093,Alpha-L-Iduronidase,Protein,Direct,3.37,10.8
LIV,GSTT2,combined,3.5087897137308843e-34,NaN,3.508820900674071e-34,3.6892745469944515e-32,NaN,3.6892745469944515e-32,22,23980058,23983915,0.020702938406706676,4.657674774856623e-16,0.0207029386581091,-12.19012588015984,NaN,-12.19012515584,25,24,49,"[""rs131445"", ""rs5747734"", ""rs112798161"", ""rs4822458"", ""rs12628669"", ""rs112029815"", ""rs57860828"", ""rs575146"", ""rs9624364"", ""rs4822453"", ""rs738810"", ""rs5760099"", ""rs5751775"", ""rs5760120"", ""rs5751776"", ""rs5760095"", ""rs2000467"", ""rs12628303"", ""rs59300349"", ""rs4820572"", ""rs2330625"", ""rs4822450"", ""rs6003980"", ""rs131448"", ""rs2000469""]","[""rs5751813"", ""rs55714927"", ""rs9624414"", ""rs75919085"", ""rs11683872"", ""rs5760324"", ""rs74927636"", ""rs35191454"", ""rs111072793"", ""rs72837682"", ""rs11679617"", ""rs13056465"", ""rs2739344"", ""rs314254"", ""rs2372998"", ""rs67143157"", ""rs2858914"", ""rs4822483"", ""rs57108683"", ""rs5751838"", ""rs4822466"", ""rs5996663"", ""rs314258"", ""rs6004095""]",0.9954055207117628,0.9999999945515232,Glutathione S-Transferase Theta 2 (Gene/Pseudogene),Protein,Indirect,2.27,
LIV,PER2,trans,NaN,3.82346442757886e-5,3.82346442757886e-5,NaN,0.0003532305211754863,0.0003532305211754863,2,238244044,238290102,NaN,0.001462104551399547,0.001462104551399547,NaN,4.117896432942912,4.117896432942912,0,66,0,String[],"[""rs1565496"", ""rs78423273"", ""rs2300078"", ""rs516263"", ""rs3813760"", ""rs4936804"", ""rs3848347"", ""rs12124832"", ""rs1883613"", ""rs34904674"", ""rs2267952"", ""rs10804321"", ""rs11712006"", ""rs761125"", ""rs62262093"", ""rs6734149"", ""rs539553"", ""rs8033589"", ""rs12142368"", ""rs7755422"", ""rs3848348"", ""rs6911025"", ""rs9848497"", ""rs7124696"", ""rs6481606"", ""rs79319346"", ""rs12211125"", ""rs7113067"", ""rs9636628"", ""rs55829867"", ""rs12121214"", ""rs62038424"", ""rs753286"", ""rs2075342"", ""rs13024213"", ""rs62262096"", ""rs10457594"", ""rs2075347"", ""rs73490157"", ""rs4238686"", ""rs58766761"", ""rs4886681"", ""rs6938188"", ""rs2996558"", ""rs9493425"", ""rs6569843"", ""rs62038427"", ""rs12594013"", ""rs9493426"", ""rs12997147"", ""rs62262095"", ""rs1124450"", ""rs16865888"", ""rs2300079"", ""rs62038425"", ""rs527078"", ""rs12645138"", ""rs7756588"", ""rs72762875"", ""rs539693"", ""rs6925157"", ""rs55948526"", ""rs7770949"", ""rs16865882"", ""rs7751359"", ""rs56103500""]",NaN,NaN,Period Circadian Regulator 2,Protein,Indirect,2.38,29.4
LIV,LIPC,combined,1.7195337214173475e-22,NaN,1.719533608650959e-22,1.0673539437038764e-20,NaN,1.0673539437038764e-20,15,58410569,58569844,0.03764586327079941,2.7010951667526176e-19,0.03764586326255609,9.757129473486644,NaN,9.757129480139362,24,9,33,"[""rs261336"", ""rs485671"", ""rs490098"", ""rs28442086"", ""rs62001733"", ""rs2070895"", ""rs573922"", ""rs2899624"", ""rs2414578"", ""rs1532085"", ""rs1800588"", ""rs515081"", ""rs488490"", ""rs12899879"", ""rs7171102"", ""rs261333"", ""rs1077835"", ""rs261341"", ""rs375372"", ""rs11071381"", ""rs34101191"", ""rs150364420"", ""rs11858279"", ""rs12900622""]","[""rs5742803"", ""rs7707153"", ""rs55707321"", ""rs611805"", ""rs7707347"", ""rs1483980"", ""rs354013"", ""rs4646087"", ""rs970348""]",0.9999999996522597,0.03386984135974172,"Lipase C, Hepatic Type",Protein,Direct,29.25,40.7
LIV,TGIF1,trans,NaN,0.00031815183602086297,0.00031815183602086297,NaN,0.002285016160566198,0.002285016160566198,18,3411608,3459978,NaN,0.004267810782219541,0.004267810782219541,NaN,3.6000533995498802,3.6000533995498802,0,8,0,String[],"[""rs4648901"", ""rs12616591"", ""rs2486078"", ""rs4344974"", ""rs61777153"", ""rs2579648"", ""rs9677489"", ""rs1787643""]",NaN,NaN,TGFB Induced Factor Homeobox 1,Protein,Direct,2.3,17.2
LIV,INSIG2,cis,0.00011577733666790284,NaN,0.00011577733666790284,0.0009343627469560161,NaN,0.0009343627469560161,2,118088452,118110997,0.0402768039176538,NaN,0.0402768039176538,3.8548991692976524,NaN,3.8548991692976524,19,0,0,"[""rs1559509"", ""rs10490624"", ""rs2009745"", ""rs3849328"", ""rs17587352"", ""rs17588292"", ""rs72839636"", ""rs72839630"", ""rs12464355"", ""rs7585120"", ""rs7589375"", ""rs12986752"", ""rs10490625"", ""rs10187263"", ""rs12997151"", ""rs10197745"", ""rs55938402"", ""rs17528324"", ""rs13428113""]",String[],NaN,NaN,Insulin Induced Gene 2,Protein,Direct,2.38,70.1
LIV,RAC1,combined,1.731589848178564e-17,NaN,1.7316031854871243e-17,7.64675966711114e-16,NaN,7.64675966711114e-16,7,6374527,6403967,0.0037197947654349062,6.679203145049257e-16,0.003719794746742058,-8.510517355305172,NaN,-8.510516462280382,6,18,24,"[""rs866279"", ""rs836525"", ""rs33986648"", ""rs4724801"", ""rs112272277"", ""rs7806655""]","[""rs3765959"", ""rs1188396"", ""rs13054210"", ""rs6574154"", ""rs56114444"", ""rs12484064"", ""rs1188399"", ""rs2413483"", ""rs1188397"", ""rs3107459"", ""rs1188400"", ""rs6662509"", ""rs6574155"", ""rs12484134"", ""rs4820301"", ""rs13058068"", ""rs34891095"", ""rs34804437""]",0.9999999999999998,0.9999999997667589,Rac Family Small GTPase 1,Protein,Direct,2.06,78.2
LIV,CCR5,cis,0.0005233492225266216,NaN,0.0005233492225266216,0.003479090573493102,NaN,0.003479090573493102,3,46370854,46376206,0.0036537101581910385,NaN,0.0036537101581910385,-3.468511964459417,NaN,-3.468511964459417,8,0,0,"[""rs35643483"", ""rs9855761"", ""rs4683208"", ""rs12639224"", ""rs2097278"", ""rs4683212"", ""rs6441965"", ""rs17141108""]",String[],NaN,NaN,C-C Motif Chemokine Receptor 5,Protein,Direct,11.33,28.2
LIV,HYAL1,cis,0.00014500004303528852,NaN,0.00014500004303528852,0.001144012590685768,NaN,0.001144012590685768,3,50299890,50312381,0.0012956682352989798,NaN,0.0012956682352989798,3.799479948351417,NaN,3.799479948351417,9,0,0,"[""rs2859580"", ""rs2526392"", ""rs57462170"", ""rs739431"", ""rs145831787"", ""rs2071803"", ""rs2301639"", ""rs2071802"", ""rs78020607""]",String[],NaN,NaN,Hyaluronidase 1,Protein,Direct,2.47,51.0
LIV,CYP2D6,combined,0.0010271482523596524,NaN,0.0010271482066525086,0.006247919211899229,NaN,0.006247919211899229,22,42126499,42130865,0.1919786895777411,8.063220709929719e-18,0.1919786895712461,-3.2829830944354996,NaN,-3.282983106979967,66,47,113,"[""rs11090066"", ""rs133319"", ""rs12628731"", ""rs2854827"", ""rs133309"", ""rs17377643"", ""rs133379"", ""rs133344"", ""rs1023498"", ""rs6519306"", ""rs5751228"", ""rs1023469"", ""rs2281331"", ""rs2187959"", ""rs1023499"", ""rs735537"", ""rs139557"", ""rs17002947"", ""rs62241023"", ""rs134867"", ""rs2743456"", ""rs4820462"", ""rs5758550"", ""rs1894713"", ""rs738247"", ""rs12166549"", ""rs28371738"", ""rs8138678"", ""rs9607891"", ""rs5751186"", ""rs9611711"", ""rs133355"", ""rs133304"", ""rs8138080"", ""rs5751197"", ""rs139558"", ""rs133338"", ""rs8141134"", ""rs62240997"", ""rs133291"", ""rs1062753"", ""rs1023500"", ""rs1011224"", ""rs133308"", ""rs4820445"", ""rs739149"", ""rs28817600"", ""rs5751202"", ""rs12168548"", ""rs763260"", ""rs6002295"", ""rs2839710"", ""rs73421049"", ""rs16947"", ""rs4147640"", ""rs6002597"", ""rs5751221"", ""rs6002625"", ""rs6002733"", ""rs9607885"", ""rs4349441"", ""rs6002614"", ""rs2011944"", ""rs11090060"", ""rs133315"", ""rs9611784""]","[""rs6002386"", ""rs6002524"", ""rs134866"", ""rs6002838"", ""rs5751194"", ""rs139445"", ""rs35517400"", ""rs79009"", ""rs9607902"", ""rs1801311"", ""rs133356"", ""rs9611710"", ""rs6002674"", ""rs77657071"", ""rs5758559"", ""rs7364180"", ""rs2269524"", ""rs19573"", ""rs133329"", ""rs6002385"", ""rs2008065"", ""rs4501042"", ""rs139447"", ""rs5751245"", ""rs12484845"", ""rs73165113"", ""rs5758368"", ""rs133292"", ""rs11704558"", ""rs75993207"", ""rs5751273"", ""rs739293"", ""rs6519240"", ""rs5758704"", ""rs139457"", ""rs112510122"", ""rs134878"", ""rs6002546"", ""rs8141477"", ""rs5758188"", ""rs79011"", ""rs6002592"", ""rs17367849"", ""rs134902"", ""rs139470"", ""rs5758739"", ""rs139431""]",0.9717076186103208,0.49999712696240767,Cytochrome P450 Family 2 Subfamily D Member 6 (Gene/Pseudogene),Protein,Direct,3.64,4.4
LIV,EHBP1,combined,6.060378134597378e-27,NaN,2.2022794567410163e-20,4.803548946068568e-25,NaN,1.1737390097720397e-18,2,62673851,63046487,0.0021629127816470747,0.00060548529932581,0.002772005718114586,10.747934085515933,NaN,9.252049854573263,18,24,42,"[""rs1038572"", ""rs10181359"", ""rs984682"", ""rs1487074"", ""rs10177638"", ""rs1872790"", ""rs11696083"", ""rs13009169"", ""rs2710640"", ""rs13028634"", ""rs34781199"", ""rs6754628"", ""rs35617987"", ""rs1025132"", ""rs2430386"", ""rs11685079"", ""rs13013948"", ""rs6545969""]","[""rs72696937"", ""rs12437108"", ""rs79491862"", ""rs435627"", ""rs2879130"", ""rs7143358"", ""rs230702"", ""rs10266931"", ""rs6416497"", ""rs6936886"", ""rs13225594"", ""rs60166269"", ""rs61815147"", ""rs28679793"", ""rs6682554"", ""rs10232741"", ""rs73101420"", ""rs12147495"", ""rs1496041"", ""rs7540027"", ""rs13225390"", ""rs7160518"", ""rs72726228"", ""rs422574""]",0.7452898056050699,0.14511239783589786,EH Domain Binding Protein 1,Protein,Direct,2.04,63.1
LIV,SOCS3,trans,NaN,0.00019217494911551094,0.00019217494911551094,NaN,0.0014748043761317463,0.0014748043761317463,17,78356778,78360077,NaN,0.00237745270723575,0.00237745270723575,NaN,-3.729086803231286,-3.729086803231286,0,22,0,String[],"[""rs4547764"", ""rs1446973"", ""rs138594975"", ""rs2121479"", ""rs150009163"", ""rs2596500"", ""rs28372206"", ""rs28703311"", ""rs7527322"", ""rs6553472"", ""rs4285051"", ""rs983789"", ""rs721669"", ""rs61823709"", ""rs7556355"", ""rs10029344"", ""rs13116397"", ""rs12504129"", ""rs13116669"", ""rs1374486"", ""rs12060842"", ""rs6838580""]",NaN,NaN,Suppressor Of Cytokine Signaling 3,Protein,Direct,4.57,72.4
LIV,PMM2,combined,0.0005744075231183641,NaN,0.0005744084614982682,0.0037778966727307376,NaN,0.0037778966727307376,16,8788823,8862534,0.005624822562226556,8.232266693801414e-17,0.0056248225774389255,-3.443419521273828,NaN,-3.4434190795171653,21,56,77,"[""rs1058927"", ""rs4985010"", ""rs142598530"", ""rs11647271"", ""rs3743807"", ""rs12597479"", ""rs3760024"", ""rs11861671"", ""rs3743811"", ""rs76948321"", ""rs11861640"", ""rs78135743"", ""rs3785172"", ""rs9630613"", ""rs4985012"", ""rs12595938"", ""rs7187215"", ""rs11646283"", ""rs12596623"", ""rs72766373"", ""rs4985053""]","[""rs1736924"", ""rs2524024"", ""rs9989756"", ""rs3094660"", ""rs2526400"", ""rs3131858"", ""rs9989887"", ""rs381379"", ""rs2526395"", ""rs56067910"", ""rs56045039"", ""rs8011143"", ""rs10165359"", ""rs1626636"", ""rs2524027"", ""rs7918717"", ""rs13017660"", ""rs2523392"", ""rs13030432"", ""rs9259287"", ""rs6734086"", ""rs2247809"", ""rs2705667"", ""rs11759583"", ""rs7608693"", ""rs57462170"", ""rs62391833"", ""rs2523393"", ""rs17185440"", ""rs2243552"", ""rs4674353"", ""rs2735035"", ""rs2844831"", ""rs1736933"", ""rs10931915"", ""rs6738605"", ""rs16897921"", ""rs72929098"", ""rs8017652"", ""rs970348"", ""rs12613052"", ""rs16834207"", ""rs3857722"", ""rs4982645"", ""rs1736921"", ""rs77177531"", ""rs9989889"", ""rs10188735"", ""rs10165231"", ""rs2776242"", ""rs9259628"", ""rs7582287"", ""rs13028902"", ""rs112934441"", ""rs2624836"", ""rs1483980""]",0.889636533884602,0.999999998561976,Phosphomannomutase 2,Protein,Direct,3.37,41.0
LIV,FADS3,cis,8.804031833071535e-15,NaN,8.804031833071535e-15,3.3433689437826447e-13,NaN,3.3433689437826447e-13,11,61873519,61892051,0.0038788971795698283,NaN,0.0038788971795698283,-7.755436218598759,NaN,-7.755436218598759,43,0,0,"[""rs174462"", ""rs174450"", ""rs174466"", ""rs174560"", ""rs174554"", ""rs2072113"", ""rs174617"", ""rs174544"", ""rs174618"", ""rs174614"", ""rs2727266"", ""rs102275"", ""rs174555"", ""rs174605"", ""rs174463"", ""rs174627"", ""rs174455"", ""rs174454"", ""rs174567"", ""rs116139751"", ""rs174547"", ""rs2727270"", ""rs174460"", ""rs4564341"", ""rs174549"", ""rs1295988"", ""rs7942717"", ""rs174570"", ""rs174546"", ""rs174541"", ""rs1151144"", ""rs174564"", ""rs174458"", ""rs174580"", ""rs7944736"", ""rs174619"", ""rs174532"", ""rs61896141"", ""rs174456"", ""rs174635"", ""rs174561"", ""rs174577"", ""rs174623""]",String[],NaN,NaN,Fatty Acid Desaturase 3,Protein,Direct,3.73,82.2
LIV,HADH,trans,NaN,0.0013019650095681928,0.0013019650095681928,NaN,0.007619527144220366,0.007619527144220366,4,107989714,108035241,NaN,0.001175289941308322,0.001175289941308322,NaN,-3.2155462770462964,-3.2155462770462964,0,20,0,String[],"[""rs6697886"", ""rs6471875"", ""rs112024820"", ""rs3753342"", ""rs261948"", ""rs62005110"", ""rs2285802"", ""rs3766189"", ""rs6457009"", ""rs140682464"", ""rs75165450"", ""rs1610595"", ""rs60562052"", ""rs3753343"", ""rs10896893"", ""rs142489916"", ""rs2076178"", ""rs74635757"", ""rs3766187"", ""rs7755928""]",NaN,NaN,Hydroxyacyl-CoA Dehydrogenase,Protein,Direct,3.62,25.3
LIV,RAI1,combined,3.797862185312192e-50,NaN,3.797869783538624e-50,7.723667812417496e-48,NaN,7.723667812417496e-48,17,17681458,17811453,0.0022020497102874467,1.5387947402293524e-17,0.0022020497187872357,14.890523141215843,NaN,14.890523007456055,23,10,33,"[""rs3760188"", ""rs2350632"", ""rs111526485"", ""rs7225934"", ""rs7207395"", ""rs62064156"", ""rs11078405"", ""rs5002487"", ""rs7224756"", ""rs7222480"", ""rs9913724"", ""rs28428991"", ""rs8078583"", ""rs4646344"", ""rs4646343"", ""rs9912895"", ""rs4924999"", ""rs7224619"", ""rs4244599"", ""rs7501812"", ""rs7225141"", ""rs62064158"", ""rs9904163""]","[""rs72627120"", ""rs76323717"", ""rs2196863"", ""rs6847470"", ""rs7699850"", ""rs17182670"", ""rs62005571"", ""rs4692582"", ""rs76955919"", ""rs7680142""]",0.9672944497320232,0.5001075381491163,Retinoic Acid Induced 1,Protein,Direct,3.51,73.0
LIV,HBS1L,cis,0.0005217418689620436,NaN,0.0005217418689620436,0.003471391444975181,NaN,0.003471391444975181,6,134960378,135103056,0.03244531143211307,NaN,0.03244531143211307,-3.4693383827468094,NaN,-3.4693383827468094,63,0,0,"[""rs4895434"", ""rs10484496"", ""rs11154790"", ""rs12664956"", ""rs56164974"", ""rs4895436"", ""rs9399135"", ""rs1014020"", ""rs1041481"", ""rs6918512"", ""rs11757723"", ""rs4445070"", ""rs6923827"", ""rs6908512"", ""rs7755680"", ""rs4896123"", ""rs7773126"", ""rs6902888"", ""rs9389251"", ""rs9483788"", ""rs4472368"", ""rs12527707"", ""rs4896125"", ""rs13218642"", ""rs17638970"", ""rs4895437"", ""rs4896129"", ""rs9389257"", ""rs9402685"", ""rs9376075"", ""rs9402673"", ""rs1014021"", ""rs2327578"", ""rs9385710"", ""rs6902954"", ""rs2026937"", ""rs13199205"", ""rs4580893"", ""rs34546690"", ""rs56316290"", ""rs2050020"", ""rs4363055"", ""rs7764187"", ""rs4896121"", ""rs11754021"", ""rs6910530"", ""rs6908681"", ""rs6569987"", ""rs7776054"", ""rs13197750"", ""rs13191501"", ""rs9376085"", ""rs62429812"", ""rs7746481"", ""rs11755229"", ""rs7766189"", ""rs13064"", ""rs2327580"", ""rs6940878"", ""rs11759999"", ""rs6929661"", ""rs7768278"", ""rs4407732""]",String[],NaN,NaN,HBS1 Like Translational GTPase,Protein,Direct,2.64,26.3
LIV,MST1L,combined,1.557089637013937e-6,NaN,1.5570898574756584e-6,1.9330426375215885e-5,NaN,1.9330426375215885e-5,1,16754910,16770237,0.014394096261638324,1.0934500143699625e-15,0.014394095980783912,-4.803765780016691,NaN,-4.803765751681978,28,19,47,"[""rs114478969"", ""rs1977269"", ""rs2016693"", ""rs910232"", ""rs6682671"", ""rs737428"", ""rs12138566"", ""rs2871776"", ""rs2761502"", ""rs9435659"", ""rs10927855"", ""rs7550758"", ""rs7513616"", ""rs761422"", ""rs2273113"", ""rs2871775"", ""rs2235929"", ""rs34410889"", ""rs3818033"", ""rs1806991"", ""rs4068833"", ""rs7546589"", ""rs12119144"", ""rs1985272"", ""rs1806990"", ""rs2076606"", ""rs2019755"", ""rs761421""]","[""rs11246309"", ""rs56011127"", ""rs3932434"", ""rs72844798"", ""rs7676850"", ""rs6754860"", ""rs10902220"", ""rs196433"", ""rs10902208"", ""rs6692646"", ""rs1247659"", ""rs4574378"", ""rs2274167"", ""rs11246302"", ""rs7546875"", ""rs4963156"", ""rs34832471"", ""rs196422"", ""rs6667695""]",0.9999999999999996,0.9999999989782291,Macrophage Stimulating 1 Like (Pseudogene),Pseudo,Indirect,2.23,
LIV,FURIN,combined,4.990613921191244e-98,NaN,4.990622722209607e-98,2.2038589941277626e-95,NaN,2.2038589941277626e-95,15,90868588,90883564,0.001583660777518539,3.864307270639463e-16,0.00158366077409651,-21.012976778540313,NaN,-21.012976694804177,6,34,40,"[""rs2677738"", ""rs6227"", ""rs2521500"", ""rs2677739"", ""rs4932370"", ""rs2521499""]","[""rs6917363"", ""rs79382824"", ""rs2033257"", ""rs12668207"", ""rs4756265"", ""rs62400978"", ""rs1499511"", ""rs904559"", ""rs12799443"", ""rs3800718"", ""rs35726795"", ""rs6971273"", ""rs7129024"", ""rs2732900"", ""rs932508"", ""rs7260028"", ""rs12666326"", ""rs76321500"", ""rs11855414"", ""rs6956185"", ""rs8104047"", ""rs3800717"", ""rs34021093"", ""rs154610"", ""rs3094213"", ""rs292609"", ""rs4847266"", ""rs7807100"", ""rs10836486"", ""rs10423793"", ""rs974403"", ""rs7245890"", ""rs17115341"", ""rs1449080""]",0.9524294201606888,0.9999999997743243,"Furin, Paired Basic Amino Acid Cleaving Enzyme",Protein,Direct,6.95,65.8
LIV,NRAS,combined,0.000783529659799196,NaN,0.0007835383303420254,0.004936962264071074,NaN,0.004936962264071074,1,114704469,114716771,0.0014068566001578253,8.918037403490082e-16,0.0014068566941690156,3.3585485155956345,NaN,3.3585454572124585,5,27,32,"[""rs79560845"", ""rs114368733"", ""rs79608143"", ""rs11800700"", ""rs137922145""]","[""rs1884511"", ""rs2390223"", ""rs10873810"", ""rs2027563"", ""rs10896900"", ""rs4569235"", ""rs11007744"", ""rs1532533"", ""rs5746223"", ""rs2454437"", ""rs79878795"", ""rs2240637"", ""rs6576858"", ""rs7529516"", ""rs17357686"", ""rs11671790"", ""rs9852128"", ""rs1573413"", ""rs7541261"", ""rs8134365"", ""rs2986957"", ""rs6771385"", ""rs2283860"", ""rs11711270"", ""rs16991645"", ""rs1009147"", ""rs4655921""]",0.9999999999999998,0.9999999998750111,"NRAS Proto-Oncogene, GTPase",Protein,Direct,4.81,80.5
LIV,GALNT2,combined,1.0037681935693307e-61,NaN,1.003745554429069e-61,2.5022969677108993e-59,NaN,2.5022969677108993e-59,1,230057990,230282122,0.0031988671062868025,2.7278179840934156e-15,0.003198867147629185,16.578084962531875,NaN,16.578086318129905,18,77,95,"[""rs1555290"", ""rs1321257"", ""rs11122454"", ""rs4846921"", ""rs11122456"", ""rs10864726"", ""rs1998065"", ""rs10779833"", ""rs1555289"", ""rs12065546"", ""rs2760537"", ""rs10489615"", ""rs966333"", ""rs4846913"", ""rs2144300"", ""rs10864728"", ""rs4631704"", ""rs4846914""]","[""rs76291985"", ""rs8087667"", ""rs4690220"", ""rs12332961"", ""rs6696286"", ""rs10492986"", ""rs35712652"", ""rs4805858"", ""rs111730658"", ""rs6141523"", ""rs2474697"", ""rs7223122"", ""rs734308"", ""rs3736762"", ""rs2170989"", ""rs11661383"", ""rs56057412"", ""rs6088655"", ""rs224443"", ""rs11673115"", ""rs45583633"", ""rs7207306"", ""rs12082523"", ""rs73234735"", ""rs4690222"", ""rs9961036"", ""rs224445"", ""rs10796258"", ""rs673656"", ""rs10902762"", ""rs55824577"", ""rs224444"", ""rs6060139"", ""rs10471250"", ""rs6059851"", ""rs7618121"", ""rs921865"", ""rs62294519"", ""rs17743155"", ""rs1204660"", ""rs6142381"", ""rs6142377"", ""rs8093433"", ""rs521165"", ""rs137874109"", ""rs11229753"", ""rs11664651"", ""rs10863557"", ""rs562837"", ""rs4925116"", ""rs35826820"", ""rs72645823"", ""rs9894257"", ""rs6855233"", ""rs6120778"", ""rs6506799"", ""rs536358"", ""rs1377587"", ""rs490776"", ""rs6932315"", ""rs1398528"", ""rs595984"", ""rs8098075"", ""rs1193896"", ""rs148940020"", ""rs11248061"", ""rs11864472"", ""rs6506797"", ""rs654664"", ""rs11248063"", ""rs1884667"", ""rs12457322"", ""rs12494817"", ""rs12118431"", ""rs560584"", ""rs540291"", ""rs11729777""]",0.9999999999999996,0.9999999995972458,Polypeptide N-Acetylgalactosaminyltransferase 2,Protein,Direct,6.75,54.7
