Tissue,Mode,Nsig,gene,pval,fdr,chr,_start,_end
SKLM,combined,1,DBNL,0.0004899763548498548,0.003465478808567236,7,44044640,44069456
SKLM,trans,1,WDR75,0.0016653701766958006,0.00991157727820598,2,189441446,189475552
SKLM,combined,1,MMP24,7.628214589941208e-6,8.717577164715269e-5,20,35226690,35276998
SKLM,cis,1,ENSG00000108272,4.6056703718955525e-5,0.00042615535230863106,,,
SKLM,cis,1,GGT5,2.936052541156064e-11,8.243726833228707e-10,22,24219654,24245108
SKLM,trans,1,SLC27A4,1.0612699144971095e-6,1.450810539986185e-5,9,128340527,128361470
SKLM,cis,1,DTWD1,1.6285191602227906e-10,4.033526163380706e-9,15,49621037,49656232
SKLM,cis,1,L3HYPDH,0.0016761205497344976,0.009957363667095777,14,59460363,59484408
SKLM,combined,1,TRIM22,0.0019707874303467082,0.011401173542031606,11,5689697,5737089
SKLM,trans,1,EIF4G1,0.0001861070170274652,0.0014920629032823488,3,184314495,184335358
SKLM,combined,1,HIF1AN,2.609331358234401e-7,3.948242626286531e-6,10,100529072,100559998
SKLM,combined,1,LYNX1,4.98970094866087e-7,7.263220554095398e-6,8,142771197,142777810
SKLM,cis,1,SUGP1,4.2773597852756476e-5,0.00040003907596964207,19,19276018,19320509
SKLM,cis,1,MED4,0.00036665453232822995,0.0026987430774984065,13,48053323,48095131
SKLM,trans,1,CMAS,0.002451442580598083,0.01372470732274681,12,22046218,22065674
SKLM,combined,1,THEM6,0.00029750224797806674,0.0022352129680843443,8,142727223,142736927
SKLM,combined,1,TRIM8,7.480266686212335e-7,1.0524713686219968e-5,10,102644479,102658318
SKLM,cis,1,TIRAP,9.285699366517761e-12,2.768285843180627e-10,11,126283065,126298845
SKLM,trans,1,NPC2,2.8197157677400514e-9,5.840263437538536e-8,14,74476192,74494177
SKLM,combined,1,RPL13,2.4325666242978493e-11,6.919536677151174e-10,16,89560677,89564542
SKLM,trans,1,GTF2IP4,5.244443823886732e-5,0.00047679423682900454,7,73154938,73207283
SKLM,combined,1,DYNLL2,2.2237705389018918e-7,3.428554152577658e-6,17,58083419,58095542
SKLM,trans,1,SZT2,1.5019368081306155e-18,8.975794833176907e-17,1,43389882,43454247
SKLM,cis,1,SPRYD4,0.0021981506314442986,0.01251092460745143,12,56468578,56479708
SKLM,combined,1,RAD18,1.1161701098485685e-6,1.5192724498290733e-5,3,8775402,8963773
SKLM,combined,1,MAMSTR,1.3275489972020369e-9,2.8777551307068446e-8,19,48712725,48719725
SKLM,cis,1,ENSG00000270949,5.661307723707295e-17,2.8810748837679156e-15,,,
SKLM,cis,1,FAM98B,2.8074052598356117e-5,0.00027335482604737185,15,38454127,38487710
SKLM,combined,1,RCCD1,0.00030717720958444534,0.002294670118386556,15,90954870,90963125
SKLM,combined,1,COG6,1.704184488192178e-5,0.00017495756904781478,13,39655627,39791665
SKLM,cis,1,NRAV,6.334558793618413e-11,1.6538403199050239e-9,12,120488079,120495946
SKLM,combined,1,H2AZ2,7.508230584374437e-14,2.827087515989311e-12,7,44826791,44848087
SKLM,combined,1,WDFY2,2.2885257936923635e-6,2.9403268284244687e-5,13,51584455,51767709
SKLM,combined,1,MXRA7,7.089980865941887e-51,1.839420305236852e-48,17,76672551,76711004
SKLM,combined,1,ZIK1,2.4239930468904507e-5,0.00024033319189413084,19,57578456,57593890
SKLM,cis,1,PLCL1,1.1525173429528758e-6,1.5575721933599655e-5,2,197804593,198572581
SKLM,trans,1,ZHX1,4.088132976032333e-12,1.2802931829747413e-10,8,123248451,123275541
SKLM,trans,1,UNC45B,8.060445146014694e-16,3.658936563145625e-14,17,35147817,35189345
SKLM,cis,1,CHRNB1,0.0003069109565468161,0.002294670118386556,17,7445061,7457710
SKLM,combined,1,PDZD8,0.0002601309397817881,0.0019911785449336873,10,117277274,117375440
SKLM,combined,1,GLYR1,1.7935014212610384e-5,0.00018283048917205641,16,4803203,4847288
SKLM,trans,1,NCF4,9.751108089895026e-6,0.00010802503077819082,22,36860988,36878017
SKLM,combined,1,AMFR,0.00021368714258197086,0.0016821245278295569,16,56361452,56425545
SKLM,combined,1,S100A1,1.2443329336646065e-43,2.2515514699127258e-41,1,153627926,153632039
SKLM,trans,1,CACNA2D1,1.2527879077891557e-5,0.00013466436355344158,7,81946444,82443777
SKLM,combined,1,BDH2,8.771264075781763e-6,9.91944690792403e-5,4,103077592,103099870
SKLM,trans,1,GPR37,0.0013586000403972192,0.008313687800044609,7,124743885,124765792
SKLM,combined,1,ZNF696,2.381959831805026e-5,0.0002365257064691759,8,143289676,143299952
SKLM,combined,1,ALDH16A1,6.938180950226357e-6,8.056208585584916e-5,19,49453225,49471050
SKLM,combined,1,HMBS,7.567809408069219e-46,1.5405222384736056e-43,11,119084866,119093549
SKLM,trans,1,MYADM,0.0008262112580682789,0.005430817492489171,19,53864763,53876435
SKLM,combined,1,MAPKAPK3,6.776722037056495e-5,0.000599776931064858,3,50611520,50649291
SKLM,trans,1,KCTD5,0.0002540167708579955,0.0019535599118878193,16,2682523,2709030
SKLM,combined,1,GLRX2,2.477699729024016e-9,5.2232155452629255e-8,1,193090866,193106114
SKLM,combined,1,IDUA,2.5255002192470103e-15,1.0752372919354734e-13,4,986997,1004564
SKLM,combined,1,PSMD14,5.728201419661502e-8,9.806440003420966e-7,2,161308425,161411717
SKLM,combined,1,ERBB2,2.3683677087612162e-7,3.6172443739438596e-6,17,39687914,39730426
SKLM,cis,1,RPP25,1.3838405127155009e-5,0.0001460994667719412,15,74954418,74956772
SKLM,cis,1,YTHDC2,0.0019037604680465167,0.011097177350205826,5,113513694,113595285
SKLM,combined,1,PPP6R2,0.0011765617747424636,0.007376442156566321,22,50343304,50445090
SKLM,combined,1,MAP3K11,1.832845226580907e-12,5.91047218116239e-11,11,65597756,65615382
SKLM,combined,1,MAGEF1,1.3797930870269869e-5,0.0001459086391054187,3,184710364,184712064
SKLM,combined,1,TTC38,0.0012354938430572183,0.00768306147367515,22,46267961,46294008
SKLM,cis,1,RGS14,9.748030547398847e-5,0.0008346664382134618,5,177357924,177372596
SKLM,trans,1,ASXL1,4.5003183357671264e-6,5.4287173405901966e-5,20,32358330,32439319
SKLM,combined,1,MRPL19,0.0013863782401997008,0.008463793680094565,2,75646783,75690851
SKLM,cis,1,ATE1,3.7770430767524774e-6,4.6334573638353365e-5,10,121740424,121928492
SKLM,cis,1,HOXC8,0.0007691024901925218,0.005122631514431581,12,54008985,54012769
SKLM,cis,1,LRCH1,1.048630652102756e-9,2.323394580883453e-8,13,46553168,46753040
SKLM,combined,1,NDE1,7.571006527358326e-5,0.0006645815767655953,16,15643267,15734691
SKLM,combined,1,DTX3L,0.0009501667928834774,0.006155531067969141,3,122564338,122575203
SKLM,combined,1,HLA-DRB1,2.93603243473572e-14,1.1626419357585117e-12,6,32578769,32589848
SKLM,trans,1,ZFP37,0.0007387314539939629,0.004940551017778927,9,113038377,113056759
SKLM,cis,1,APOL6,8.778980787154056e-7,1.225858110343441e-5,22,35648446,35668404
SKLM,trans,1,SCD5,7.724974542947373e-8,1.2969196951742059e-6,4,82629539,82798796
SKLM,combined,1,CRLF1,5.293410629576952e-5,0.0004805752869834741,19,18572220,18607741
SKLM,cis,1,LGALS8,1.611727515155611e-9,3.4478794856235306e-8,1,236518000,236552981
SKLM,combined,1,USP28,2.4914502401078862e-9,5.2352602787299255e-8,11,113797874,113875570
SKLM,cis,1,PPP4R1,5.123863258288836e-6,6.10738248206651e-5,18,9546791,9615240
SKLM,combined,1,LARS2,0.0012840483842131451,0.007928240028015773,3,45388561,45554726
SKLM,combined,1,SEMA4B,1.6183772065940288e-11,4.695826108575634e-10,15,90160604,90229679
SKLM,trans,1,UBE2D3P1,0.0014677411916357989,0.008906256285342891,20,5292388,5292831
SKLM,combined,1,COX14,0.00048328397173585074,0.003438681262160312,12,50112082,50120457
SKLM,combined,1,PEDS1,2.1261783100527998e-7,3.2858660763188464e-6,20,50118254,50153734
SKLM,combined,1,FAH,5.1546376702927744e-9,1.0128901895712559e-7,15,80152490,80186946
SKLM,combined,1,MED24,4.077356436641739e-13,1.3978938163519644e-11,17,40019097,40061215
SKLM,combined,1,RP11-247L20,9.502552886654634e-8,1.5572233837400824e-6,,,
SKLM,combined,1,NEU3,4.665889848681387e-5,0.0004305047439639877,11,74988279,75018893
SKLM,cis,1,GORAB,8.784923308483844e-10,1.9766836073044477e-8,1,170532131,170553834
SKLM,combined,1,ALMS1,0.00013878835565329725,0.001147858888293537,2,73385758,73625166
SKLM,combined,1,HDAC11,1.075372170079958e-11,3.1913322623694056e-10,3,13479724,13506424
SKLM,trans,1,LSM6,3.0877293821117745e-9,6.344942963746403e-8,4,146175703,146200000
SKLM,combined,1,PRKAR1A,4.892939752694124e-7,7.138322407401909e-6,17,68511780,68551319
SKLM,combined,1,KCNIP3,9.728344194842019e-11,2.5047602405217754e-9,2,95297327,95386077
SKLM,combined,1,MAU2,1.0517861899402691e-18,6.52509844196615e-17,19,19320829,19358754
SKLM,trans,1,METTL21A,0.0019130538069238186,0.011141379077605503,2,207580631,207625928
SKLM,combined,1,PNMA1,6.352413386856986e-8,1.0818201516859191e-6,14,73711783,73714384
SKLM,combined,1,PRG4,3.817518719221608e-12,1.2013336729817733e-10,1,186296279,186314567
SKLM,cis,1,IL17RD,0.0004974789624432545,0.0035147266392140564,3,57089982,57170306
SKLM,combined,1,ZNF451,4.5003129045536285e-6,5.4287173405901966e-5,6,57086844,57170305
SKLM,cis,1,RP11-73M18,1.3841930390240316e-9,2.990591527762037e-8,,,
SKLM,trans,1,ZNF219,1.3931285593431775e-6,1.8595982449921022e-5,14,21090077,21104722
SKLM,combined,1,NAGA,1.5659706546504166e-7,2.4639451314958486e-6,22,42058334,42070842
SKLM,cis,1,DOK3,3.3443514426728175e-15,1.4100391778362933e-13,5,177501904,177511274
SKLM,combined,1,HCG27,4.649665861709055e-17,2.4191116371305615e-15,6,31197760,31203968
SKLM,cis,1,DOK7,7.272703927896644e-6,8.377434727907823e-5,4,3463306,3501473
SKLM,combined,1,TPCN2,1.6713882984714318e-5,0.00017186146472847436,11,69048932,69136316
SKLM,cis,1,NUBPL,0.000631408906341238,0.0042955588677878066,14,31489956,31861224
SKLM,cis,1,ATP13A2,1.2969522865659949e-5,0.00013849749499493264,1,16985958,17011928
SKLM,cis,1,DIP2B,3.923749960464106e-5,0.0003690874692052446,12,50504985,50748657
SKLM,combined,1,VARS2,6.463809323786419e-17,3.189791964783692e-15,6,30914205,30926459
SKLM,trans,1,NDUFB1,0.00034088473079488274,0.002520702014458916,14,92116122,92121917
SKLM,combined,1,FOXC1,2.7457717010818162e-5,0.00026815528201547164,6,1609915,1613897
SKLM,trans,1,ZBED3,0.0016316865569496947,0.009733339040265854,5,77072072,77087285
SKLM,combined,1,EFHC1,4.620489612984026e-10,1.0984623846342315e-8,6,52362123,52529886
SKLM,combined,1,DENND2A,0.002582086577283269,0.014314648480360183,7,140518420,140673993
SKLM,combined,1,NCK1-DT,1.6595053430123278e-28,1.816843446037514e-26,3,136835345,136862618
SKLM,cis,1,TRMO,4.217270057150929e-6,5.139625285740159e-5,9,97904489,97922516
SKLM,combined,1,LMBRD1,2.5739131013326587e-5,0.0002528879327614018,6,69672757,69867236
SKLM,cis,1,PIGO,2.3280314028435787e-5,0.00023187762321289098,9,35088688,35096601
SKLM,combined,1,UBTD1,0.0003907969710556949,0.002849085607440662,10,97498924,97571206
SKLM,trans,1,GADD45A,0.001072071371256866,0.006822368193311392,1,67685201,67688334
SKLM,combined,1,RAD52,1.0836013881038965e-5,0.00011774179306526172,12,911736,990053
SKLM,cis,1,SMG9,1.874873443218422e-36,2.6549838280706087e-34,19,43727983,43754962
SKLM,combined,1,SZRD1,0.0012626523459579166,0.00781836253000938,1,16352575,16398145
SKLM,combined,1,CTSS,5.068585645315953e-9,9.98994459715223e-8,1,150730079,150765957
SKLM,combined,1,DOK4,3.4751990688077376e-6,4.311894631375307e-5,16,57471922,57487327
SKLM,cis,1,ALDH5A1,0.0001120207654118155,0.000947051610503006,6,24494867,24537207
SKLM,combined,1,NOMO1,0.00017590109492764285,0.0014198509694655086,16,14833721,14896157
SKLM,combined,1,SHISA4,4.201351475357704e-7,6.198780608726277e-6,1,201888680,201892587
SKLM,cis,1,FLJ37453,2.726949904108593e-40,4.674566230358783e-38,1,15834474,15848147
SKLM,trans,1,GID8,5.5712179561813394e-5,0.0005012557150078072,20,62938147,62948475
SKLM,combined,1,YKT6,8.535280230527172e-9,1.6184894186326904e-7,7,44200959,44214294
SKLM,combined,1,TCAIM,7.971254881285893e-6,9.077754247674179e-5,3,44338119,44409451
SKLM,combined,1,GFUS,7.647794241447624e-6,8.724666162662172e-5,8,143612618,143618048
SKLM,combined,1,ZNF304,0.0007143180899311771,0.004804643756296616,19,57351271,57359898
SKLM,combined,1,ANAPC2,0.0002633114399927378,0.0020131581221979975,9,137174784,137188560
SKLM,combined,1,ITPR3,0.0004764928809546399,0.003395926803014103,6,33620365,33696574
SKLM,combined,1,PIGV,2.653395268957892e-10,6.425367805726456e-9,1,26787054,26800659
SKLM,combined,1,CHPT1,0.001257356976840677,0.007796690478001114,12,101696947,101744140
SKLM,cis,1,TLCD3B,2.926874122993513e-8,5.173855641025711e-7,16,30024427,30052978
SKLM,trans,1,ATG4D,1.0369049437046827e-27,1.0982762281776102e-25,19,10543895,10553418
SKLM,cis,1,USP31,3.5808993680021762e-9,7.255358781700211e-8,16,23061406,23149452
SKLM,trans,1,WASH2P,0.0015264791483084754,0.009219536036882418,2,113588550,113599043
SKLM,combined,1,SFXN4,0.0019618707232998576,0.011370662806920308,10,119140767,119165714
SKLM,trans,1,RHOBTB3,0.0004658297298494136,0.0033308615370352145,5,95713522,95824383
SKLM,combined,1,ARMC1,0.0012486742733098695,0.007750227933626003,8,65602458,65634217
SKLM,combined,1,DIDO1,1.576576492039891e-13,5.689650793377244e-12,20,62877738,62937952
SKLM,combined,1,FANCE,1.03241905374332e-13,3.842958694905135e-12,6,35452338,35467102
SKLM,combined,1,MRS2,0.0022064195774140014,0.012547028380469562,6,24402908,24426194
SKLM,combined,1,SPATA5L1,0.00013770598603137445,0.0011412427391964035,15,45402336,45421415
SKLM,combined,1,KIF5B,2.8870533111642174e-9,5.960781384761873e-8,10,32009015,32056425
SKLM,combined,1,INO80D,0.0006088020333539963,0.004170071587915795,2,205993721,206086303
SKLM,trans,1,PBRM1,0.001020688492612182,0.006542800251059318,3,52545352,52685917
SKLM,combined,1,MS4A7,0.0019576804219274342,0.011370662806920308,11,60378485,60395951
SKLM,trans,1,P4HB,2.1832157537572373e-12,7.005648975356968e-11,17,81843159,81860856
SKLM,combined,1,KCNS3,3.491669148705829e-9,7.09664051003737e-8,2,17877847,18361616
SKLM,cis,1,MS4A4A,1.5394348875301195e-19,1.0391584308156682e-17,11,60185657,60318080
SKLM,trans,1,RPL19,3.649246886954743e-6,4.4893662363783185e-5,17,39200283,39204840
SKLM,trans,1,GNB4,6.163606667498065e-7,8.814431137669022e-6,3,179396088,179451476
SKLM,combined,1,PTPA,5.148377252586589e-5,0.00046871459826262397,9,129110950,129148946
SKLM,combined,1,MAP4,0.0026587430176595664,0.014658529002991465,3,47850690,48089272
SKLM,combined,1,RBM6,1.3768855049304409e-46,2.8932361868119007e-44,3,49940007,50100045
SKLM,combined,1,TGM2,1.7905544195086037e-9,3.8116573492415175e-8,20,38127385,38166578
VAF,cis,1,NDUFAF5,1.0984080330258214e-7,1.8108606163115315e-6,20,13785007,13821580
VAF,combined,1,TSFM,9.966330951353547e-6,0.0001074141333766726,12,57782761,57808071
VAF,combined,1,GFPT1,1.3338881067376764e-6,1.7562860072046073e-5,2,69319780,69387250
VAF,cis,1,CPE,3.1253676012438896e-8,5.715639950429924e-7,4,165361194,165498547
VAF,combined,1,WWOX,1.1135493383821563e-7,1.8338802490202644e-6,16,78099400,79212667
VAF,combined,1,DHX36,4.395433794878134e-7,6.317653823033603e-6,3,154272546,154324487
VAF,combined,1,LRRC4B,0.0003230016776250415,0.00237046713146443,19,50516892,50568435
VAF,combined,1,NUP107,0.0005422516698458186,0.0037029790743596685,12,68686951,68745809
VAF,combined,1,GPR180,0.002505358773014581,0.013657057565070203,13,94601857,94634661
VAF,cis,1,PPFIA2,0.0006316383992433765,0.004218964981727326,12,81257975,81759553
VAF,trans,1,THAP12,6.835340744915126e-6,7.631162698214785e-5,11,76349898,76381132
VAF,combined,1,ENSG00000268802,2.757972764177685e-9,6.019966772913423e-8,,,
VAF,combined,1,DCAF16,0.00012919821985308275,0.0010655600930437343,4,17800655,17810758
VAF,combined,1,PFAS,0.0004262475279558179,0.003021519629293683,17,8247618,8270491
VAF,combined,1,DDRGK1,0.0005836370759260137,0.003947476667812495,20,3190350,3204685
VAF,combined,1,TRPM3,1.0189869179286712e-12,3.2364272252497776e-11,9,70529060,71446904
VAF,trans,1,THOC7,1.0200071232343485e-5,0.00010917724112033126,3,63833870,63863868
VAF,combined,1,AC005682,0.00011836632809373752,0.0009829963522533815,,,
VAF,combined,1,ACTR3C,2.264042762367626e-15,9.733593273895628e-14,7,150243916,150323725
VAF,combined,1,IL12RB1,7.664235746715099e-9,1.561237781316685e-7,19,18058995,18098944
VAF,cis,1,TMED4,3.529457893230089e-16,1.6155574468335258e-14,7,44577894,44582287
VAF,trans,1,MINDY2,4.030736766007306e-6,4.737942317928376e-5,15,58771192,58861900
VAF,combined,1,MZT2A,7.226430778818934e-5,0.0006386424884199834,2,131464900,131492743
VAF,combined,1,RP11-212P7,4.700821657473301e-13,1.5598909905172064e-11,,,
VAF,trans,1,HSF1,0.0009067392893278578,0.005759463458238423,8,144291591,144314720
VAF,cis,1,GALC,5.492068482950639e-6,6.289408520983134e-5,14,87837820,87993665
VAF,trans,1,GOLPH3,4.368612954841616e-6,5.111934091443615e-5,5,32124716,32174319
VAF,trans,1,RER1,0.0002163027164198691,0.0016732480833678118,1,2391775,2405442
VAF,combined,1,TRAPPC12,0.0015684028896304797,0.00917579547404783,2,3379675,3485094
VAF,trans,1,PPP1R16B,1.3389507002488362e-8,2.641076013684745e-7,20,38805697,38923024
VAF,combined,1,GRK4,1.0163868390549304e-17,5.343928505476987e-16,4,2963571,3040760
VAF,cis,1,ZNF607,0.0021045673772212524,0.011705997888382542,19,37696371,37719761
VAF,combined,1,DDX51,0.0010879702695581802,0.006713792411307144,12,132136594,132144319
VAF,combined,1,HOXB5,0.0005208790793566618,0.003588437562414473,17,48591257,48593779
VAF,cis,1,RABL2A,0.0005644710549383852,0.0038328372722539654,2,113627229,113643396
VAF,trans,1,PPP2R1A,0.0020375963848859014,0.01140277329664843,19,52190048,52229518
VAF,trans,1,PLEKHJ1,0.0008848166690201099,0.005643607303262283,19,2230084,2237704
VAF,combined,1,INKA2,0.0003181462695111992,0.002341069299239798,1,111680630,111755824
VAF,trans,1,TMEM168,0.0003153177153726542,0.002325729670305506,7,112762377,112790423
VAF,trans,1,LBP,4.444824283290485e-12,1.30272693636252e-10,20,38346482,38377013
VAF,cis,1,DDX42,1.1853643455285896e-24,1.1113147776784e-22,17,63773603,63819317
VAF,combined,1,ATG10,4.640847645675961e-5,0.0004268647275984337,5,81972023,82276857
VAF,combined,1,ADIRF-AS1,0.001040207839328242,0.006462576688010151,10,86965345,86971311
VAF,trans,1,BIRC2,1.848623176584797e-6,2.3601413041172435e-5,11,102347211,102378670
VAF,combined,1,C2CD5,1.8294458203526274e-7,2.835823237265731e-6,12,22448583,22544546
VAF,combined,1,SLC26A1,7.693973452056122e-12,2.181083391384367e-10,4,979073,993440
VAF,trans,1,B9D1,4.6395867755207465e-5,0.0004268647275984337,17,19334308,19378193
VAF,cis,1,CTNND2,0.0005408361578732547,0.0037029790743596685,5,10971836,11904446
VAF,combined,1,COMMD2,6.520303528123896e-17,3.0937647502497616e-15,3,149738472,149752495
VAF,cis,1,FRMPD1,2.1113283472123275e-7,3.2341144751639227e-6,9,37650954,37746904
VAF,trans,1,ATP6V1C2,4.128205579930298e-14,1.5207374781128919e-12,2,10721100,10785110
VAF,combined,1,ENSG00000196963,2.4489486979769463e-10,6.0883433235154436e-9,,,
VAF,combined,1,IL20RB,7.384933462943968e-14,2.6790610861527913e-12,3,136946230,137011085
VAF,combined,1,C10orf95-AS1,0.00028616532783615396,0.0021309047833081647,10,102449816,102461106
VAF,cis,1,SNAP29,6.615033709452078e-29,8.170616636524023e-27,22,20859007,20891214
VAF,combined,1,ADO,3.122084619938034e-6,3.766589375201211e-5,10,62804720,62808479
VAF,trans,1,SGSM3,0.00010065539124941612,0.0008578860098656424,22,40370591,40410289
VAF,trans,1,CAMKK1,2.6832422707929297e-7,4.038616969086108e-6,17,3860315,3894891
VAF,combined,1,BMPR1A,1.907336888318344e-12,5.831804320805183e-11,10,86756601,86932825
VAF,combined,1,LMO3,0.0020375773440831587,0.01140277329664843,12,16548372,16610594
VAF,combined,1,POLR1H,0.001236503268730063,0.007505343358520269,6,30058899,30064909
VAF,combined,1,ENSG00000108294,3.431420401388366e-12,1.0172037277487074e-10,,,
VAF,combined,1,EPG5,0.00035697420535540925,0.0025924356313328204,18,45847609,45967329
VAF,cis,1,ASB16,0.0010015979504286324,0.006248374278098326,17,44170447,44179084
VAF,combined,1,UGDH-AS1,0.00010814046148426055,0.0009083005266275996,4,39528019,39594707
VAF,trans,1,NFATC2,0.00011133626096038091,0.0009330782064224061,20,51386957,51562831
VAF,trans,1,DST,2.8361907230317402e-5,0.0002751847644796944,6,56457987,56954830
VAF,combined,1,ZNF333,0.0010454375905141657,0.006484759527921261,19,14689801,14733746
VAF,combined,1,HMGXB3,3.337025770390317e-8,6.031838799603311e-7,5,150000046,150053142
VAF,combined,1,FPGS,0.00137826010650293,0.00824994693750196,9,127794597,127814327
VAF,trans,1,ZNF271P,0.0006272346037024514,0.004196755003190563,18,35290282,35328390
VAF,combined,1,TSPOAP1,3.1923854452546076e-7,4.763479835522287e-6,17,58301228,58328795
VAF,combined,1,UHRF1BP1,3.187448329536363e-78,2.480312917628721e-75,6,34792015,34883138
VAF,combined,1,LIMS1,9.63725176023033e-8,1.6024024460638238e-6,2,108534355,108687246
VAF,combined,1,GPAT3,8.269152362834944e-6,9.031074963003525e-5,4,83535914,83605875
VAF,combined,1,ZNF155,0.0004894218345398866,0.00340647251954241,19,43967862,43998326
VAF,cis,1,DSE,8.4384333562383e-5,0.0007279785938089615,6,116254173,116444861
VAF,combined,1,ENSG00000228439,0.001043610774361481,0.006478549483751303,,,
VAF,combined,1,ADGRE1,8.290560638785386e-6,9.041767387276075e-5,19,6887566,6940459
VAF,combined,1,TET2,8.941661549711326e-10,2.055525534684747e-8,4,105145875,105279816
VAF,combined,1,KCNMA1,6.259902286725798e-8,1.0670630809234785e-6,10,76869601,77638369
VAF,combined,1,PJA2,3.296263542553745e-8,5.978263756285672e-7,5,109334713,109409974
VAF,combined,1,MTMR11,9.269293034226082e-14,3.301100800387713e-12,1,149928651,149936879
VAF,combined,1,SAMM50,2.9602710364737096e-8,5.439279725852734e-7,22,43955442,44010531
VAF,cis,1,AGT,5.024556593576787e-6,5.7795398570462324e-5,1,230690776,230745576
VAF,trans,1,GAS7,0.0015518096472162011,0.009099779027741423,17,9910606,10198606
VAF,cis,1,KCNK1,0.0025292826471235525,0.013758554993772753,1,233614106,233672514
VAF,combined,1,WDPCP,0.0002102451711034967,0.0016286940461673002,2,63119559,63827843
VAF,combined,1,KYAT3,3.7925060959534167e-53,1.4053041040791195e-50,1,88935773,88992953
VAF,trans,1,MMP14,0.0006535362612313867,0.004339157352194569,14,22836560,22849041
VAF,combined,1,ENSG00000143140,0.001445221849341066,0.008581452743721865,,,
VAF,combined,1,USP34-DT,2.314047054434451e-8,4.3705723388336615e-7,2,61471188,61484130
VAF,combined,1,PPP1R21,0.0017255771755286206,0.009909652496874274,2,48440598,48515391
VAF,combined,1,HP,0.0006679097949899347,0.004408261678246506,16,72054505,72061055
VAF,cis,1,KCNJ15,4.484414501269174e-5,0.00041492831678509014,21,38155549,38307357
VAF,combined,1,SNAI3-AS1,0.0016464635620226803,0.00955047052395042,16,88663298,88687278
VAF,cis,1,LINC00865,8.905267321591414e-20,5.588414327658354e-18,10,89829483,89840861
VAF,combined,1,UBOX5,7.424380389253116e-6,8.154269816335295e-5,20,3107573,3160196
VAF,combined,1,MIS12,5.662267723282488e-5,0.0005132327571313858,17,5486285,5490814
VAF,combined,1,PTGIS,0.0015044108386751687,0.008875339606634438,20,49503874,49568137
VAF,combined,1,FLVCR1,3.752112810329061e-9,8.077097764842818e-8,1,212858275,212899363
VAF,combined,1,TCTN3,0.000156451296746421,0.0012622351121122602,10,95659823,95694143
VAF,trans,1,COL17A1,0.0021742785498622135,0.01205040046870946,10,104031286,104085880
VAF,combined,1,UCP2,0.00032321067441062087,0.00237046713146443,11,73974672,73982843
VAF,cis,1,KLRG1,5.2125099944784396e-20,3.3521608695895846e-18,12,8950044,9010760
VAF,combined,1,PRPH2,8.640408133200918e-16,3.83107332917138e-14,6,42696598,42722597
VAF,cis,1,SNX16,1.1546759673066907e-51,3.906570017216093e-49,8,81799581,81842866
VAF,combined,1,C1orf226,0.0016339639604675306,0.009499208485900702,1,162378841,162386812
VAF,cis,1,RASAL3,0.00027423230136516954,0.0020627729850875463,19,15451624,15464544
VAF,combined,1,RP1-153G14,7.748965904329901e-11,2.0079002887067576e-9,,,
VAF,trans,1,ZNF667-AS1,3.325206429312883e-6,3.98691738516151e-5,19,56477250,56504362
VAF,combined,1,DDX59,1.9427599852558753e-17,1.007839121838222e-15,1,200623896,200669907
VAF,combined,1,FAM3C,9.404832209318472e-9,1.9009126267743977e-7,7,121348878,121396364
VAF,cis,1,RANGAP1,0.0014156368552260053,0.00843151794025347,22,41244779,41286187
VAF,trans,1,PRIMA1,4.157457761399867e-5,0.0003879047670303725,14,93718298,93788485
VAF,combined,1,MLH3,6.760389397573347e-77,4.782360917928818e-74,14,75013769,75051532
VAF,cis,1,NTAQ1,1.8406216948635765e-6,2.353787628361696e-5,8,123416726,123470028
VAF,trans,1,DENND4C,0.0005427292468427941,0.0037029790743596685,9,19230435,19374281
VAF,combined,1,HERC1,3.303690443163412e-10,8.03364599483628e-9,15,63608618,63833948
VAF,cis,1,AKIRIN1,0.0015694896582866622,0.00917579547404783,1,38991276,39006059
VAF,combined,1,TRMT61B,1.7643355444293355e-27,1.9068301443023435e-25,2,28849821,28870309
VAF,combined,1,USP48,3.4593364665326495e-6,4.12233180923795e-5,1,21678298,21783606
VAF,combined,1,SCRN2,0.0001428053763667798,0.0011660441696137894,17,47837692,47841289
VAF,trans,1,ZNF407,1.9372568057844934e-7,2.9851017493489178e-6,18,74597870,75065671
VAF,combined,1,ZNF558,0.0026371529763133303,0.014255648409296409,19,8806170,8832314
VAF,cis,1,HPD,0.00023299182139090028,0.0017871127236602175,12,121839527,121863596
VAF,trans,1,SIRT4,0.001839522951769015,0.010444544216848296,12,120302316,120313249
VAF,combined,1,SDHA,0.0014105647408226975,0.008417415284288207,5,218241,257082
VAF,combined,1,MGLL,0.001612114212923065,0.009386207817329465,3,127689062,128052190
VAF,combined,1,PUS10,0.0002697163712578741,0.002032739276684849,2,60940222,61018259
VAF,cis,1,CTD-2192J16,5.492186097523247e-7,7.721309145054588e-6,,,
VAF,combined,1,DUOX1,1.0470857657038509e-7,1.7335957098727895e-6,15,45129933,45165576
VAF,combined,1,MARCHF5,2.8501658487637685e-18,1.561870813532061e-16,10,92291167,92353964
VAF,combined,1,TSPY26P,5.495095055220221e-12,1.586644978560154e-10,20,32186477,32190527
VAF,combined,1,PCK1,3.4962413903403816e-6,4.1535881494555234e-5,20,57561080,57568121
